#,Name,Type,Title,Outlet,Semester
250,"Hamlen Mansour, Karla Renee",Journal Publication,Diversity and Representation on Preschool Television Shows,"The Amplifier: A Magazine of the Society for Media Psychology and Technology, Division 46 of the American Psychological Association",Spring 2021
251,"Hamlen Mansour, Karla Renee",Presentation,The role of reality television in cancel culture: A case study of MTV's The Challenge. ,American Psychological Association Convention,Summer 2021
252,"Hamlen Mansour, Karla Renee",Proceedings Publication,Exploring video game player type and grit among undergraduate students,Society for Information Technology & Teacher Education International Conference ,Spring 2022
253,"Hamlen Mansour, Karla Renee",Presentation,Exploring video game player type and grit among undergraduate students,International Conference of the Society for Information Technology & Teacher Education ,Spring 2022
254,"Hamlen Mansour, Karla Renee",Proceedings Publication,Positive pedagogy and the impact of rapid conversion to online learning: A case study,Society for Information Technology & Teacher Education International Conference ,Spring 2022
255,"Hamlen Mansour, Karla Renee",Presentation,Positive pedagogy and the impact of rapid conversion to online learning: A case study,International Conference of the Society for Information Technology & Teacher Education ,Spring 2022
256,"Hamlen Mansour, Karla Renee",Journal Publication,Effects of a Spiral Curriculum with Application-Based Project and Lab Components on Motivation and Achievement of Engineering Students in an Urban University,IEEE Transactions on Education,Spring 2022
257,"Hamlen Mansour, Karla Renee",Poster Presentation,Relationships between digital game player type and grit,American Psychological Association Convention,Summer 2022
258,"Hamlen Mansour, Karla Renee",Presentation,Use of Game Design Principles in the Development of a Competitive Role-Play Simulation Game,EdMedia + Innovate Learning,Summer 2022
259,"Hamlen Mansour, Karla Renee",Proceedings Publication,Use of Game Design Principles in the Development of a Competitive Role-Play Simulation Game,EdMedia + Innovate Learning,Fall 2022
260,"Hamlen Mansour, Karla Renee",Journal Publication,How campus alienation exacerbated international students’ difficulties in accessing campus services remotely during COVID-19: Notes on policy and programming.,American Behavioral Scientist,Fall 2022
261,"Hamlen Mansour, Karla Renee",Proceedings Publication,Development of technology and media considerations for educators based on research on media representations,Proceedings of Society for Information Technology & Teacher Education International Conference,Spring 2023
262,"Hamlen Mansour, Karla Renee",Presentation,Development of technology and media considerations for educators based on research on media representations,International Conference of the Society for Information Technology & Teacher Education (SITE),Spring 2023
263,"Hamlen Mansour, Karla Renee",Journal Publication,Understanding the impact of peer instruction in CS principles teacher professional development,ACM Transactions on Computing Education,Spring 2023
264,"Hansman, Catherine A",Presentation,"POLICY OR BOUNDARIES: THE DEVELOPMENT OF THE ACADEMIC FIELD OF ADULT EDUCATION IN CANADA AND THE U.S., 1950-1970",Adult Education in Global Times (AEGT 2020)  (Cancelled due to COVID-19),Summer 2020
265,"Hansman, Catherine A",Presentation,Learning Through Collaborative Autoethnographies: Teaching Adult Learners in Higher Education Classrooms  ,American Association for Adult and Continuing Education (AAACE),Fall 2020
266,"Hansman, Catherine A",Journal Publication,Editing Adult Education Quarterly: Reflections on the Editorial Role,Adult Education Quarterly (AEQ),Fall 2020
267,"Hansman, Catherine A",Presentation,"Understanding Power, Politics, and Organizational Culture in Health Professions Education Partnerships: A Conceptual Model",American Association for Adult and Continuing Education (AAACE),Fall 2020
268,"Hatch, Megan Elizabeth",Journal Publication,How can local governments address pandemic inequities?,Public Administration Review,Summer 2020
269,"Hatch, Megan Elizabeth",Presentation,Evaluating the CDBG program through a social equity lens,Association for Policy Analysis and Management Annual Conference,Fall 2020
270,"Hatch, Megan Elizabeth",Presentation,State preemption of local ordinances and consequences for representation and racial justice,Cleveland-Marshall College of Law Racial Justice Community Conversations,Fall 2020
271,"Hatch, Megan Elizabeth",Other,Can the EITC and unemployment insurance replace lost wages?,Urban Publications,Fall 2020
272,"Hatch, Megan Elizabeth",Journal Publication,Tensions in state-local intergovernmental response to emergencies: The case of COVID-19,State and Local Government Review,Fall 2020
273,"Hatch, Megan Elizabeth",Presentation,The 2020 election: Lessons and reflections,"The Diversity Institute, Cleveland State University",Fall 2020
274,"Hatch, Megan Elizabeth",Other,Are governors risking public health by blocking local responses to COVID-19,3Streams Blog,Spring 2021
275,"Hatch, Megan Elizabeth",Other,How states preempt local laws,National League of Cities,Spring 2021
276,"Hatch, Megan Elizabeth",Presentation,Health education panel: Housing and health,Advocates for Cleveland Health,Spring 2021
277,"Hatch, Megan Elizabeth",Presentation,Criminal activity nuisance ordinances,Ohio Conference of Community Development Virtual Conference,Spring 2021
278,"Hatch, Megan Elizabeth",Presentation,Housing during pandemic,Growing Democracy Podcast,Spring 2021
279,"Hatch, Megan Elizabeth",Presentation,The impact of various measures of housing and utility insecurity on health,American Society for Public Administration Annual Conference,Spring 2021
280,"Hatch, Megan Elizabeth",Journal Publication,Exploring the tradeoffs local governments make in the pursuit of economic development and equity,Urban Affairs Review,Summer 2021
281,"Hatch, Megan Elizabeth",Presentation,Tensions in state-local intergovernmental response to emergencies: The case of COVID-19,Public Management Research Conference (PMRC),Summer 2021
282,"Hatch, Megan Elizabeth",Other,Exploring the tradeoffs local governments make in the pursuit of economic growth and equity,Urban Affairs Forum,Summer 2021
283,"Hatch, Megan Elizabeth",Journal Publication,"Review of Mary Guy and Sean McCandless (Eds.) ""Achieving social equity: From problems to solutions.""",Administrative Theory & Praxis,Fall 2021
284,"Hatch, Megan Elizabeth",Journal Publication,Losing your home is bad for your health: Short- and medium-term health effects of eviction on young adults,Housing Policy Debate,Fall 2021
285,"Hatch, Megan Elizabeth",Journal Publication,State preemption of local laws: Origins and modern trends,Perspectives on Public Management and Governance,Fall 2021
286,"Hatch, Megan Elizabeth",Chapter,When gender-neutral rental housing policy becomes gender-inequitable,Handbook of Gender and Public Administration,Spring 2022
287,"Hatch, Megan Elizabeth",Journal Publication,Why states preempt city ordinances: The case of workers' rights laws,Publius,Summer 2022
288,"Hatch, Megan Elizabeth",Journal Publication,Strategies for introspection and instruction towards anti-racism in public management and administration,Journal of Public Management & Social Policy,Summer 2022
289,"Hatch, Megan Elizabeth",Other,When states interfere with local policymaking,Memphis Metropolis Podcast,Fall 2022
290,"Hatch, Megan Elizabeth",Journal Publication,State preemption and affordable housing policy,Urban Studies,Fall 2022
291,"Hatch, Megan Elizabeth",Presentation,State preemption,The State of Memphis Housing Summit 2022,Fall 2022
292,"Hatch, Megan Elizabeth",Other,How a gender-neutral housing policy leads to gender disparities,Initiative for Gender Equity in the Public Sector Emerging Gender Topics in Public Administration Blog,Fall 2022
293,"Hatch, Megan Elizabeth",Journal Publication,50 years as the 4th pillar of public administration: A polycentric extension of the social equity framework,Public Administration,Fall 2022
294,"Hatch, Megan Elizabeth",Presentation,Housing costs are not a monolith: The association between neighborhood energy burdens and eviction rates,Urban Affairs Association conference,Spring 2023
295,"Hilde, Thomas Warren",Other,Thinking like a Region in Northeast Ohio? Factors that Predict Local Government Participation in Collaborative Policy and Planning,Focus on Facts,Summer 2020
296,"Hilde, Thomas Warren",Presentation,"Comparative Analysis of Scenario-based tools for Legacy City Planning in Youngstown, Ohio",Consortium for Scenario Planning Conference,Spring 2021
297,"Hilde, Thomas Warren",Presentation,"Decline, Growth, or Both: Dealing with Uncertainty in Legacy Cities",Consortium for Scenario Planning Conference,Spring 2021
298,"Hilde, Thomas Warren",Journal Publication,"Scenario Planning in Small and Mid-Size Legacy Cities: Framework and Tool Adaptations in Youngstown, Ohio",Lincoln Institute of Land Policy,Summer 2021
299,"Hilde, Thomas Warren",Presentation,Scenario Planning in Small and Mid-size Legacy Cities,Association of Collegiate Schools of Planning 2021 Conference,Fall 2021
300,"Hilde, Thomas Warren",Presentation,Characterizing the Activity Spaces of Vulnerable Transit Riders Using Touchless Payment Validators,ACSP 2022 Conference,Fall 2022
301,"Hill, Heather Bennae",Other Teaching Materials,Let's Talk: A Toolkit for Conversations About Race,Cleveland Children's Museum,Spring 2021
302,"Hill, Heather Bennae",Journal Publication,"Visions of childhood, notions of rurality, and anti-bias	education: Emerging educators strive for praxis",Journal of Community Engagement and Scholarship,Summer 2021
303,"Hill, Heather Bennae",Journal Publication,Mapping the Boundaries of Race Talk: Examining the Experiences of Black Girls in Single-Gendered Independent Schools,Teachers College Record,Summer 2022
304,"Hoffman, Barbara G",Book,La Guerre des Griots de Kita 1985 / Jeliw ka Keleba ,,Fall 2020
305,"Hoffman, Barbara G",Review,Practicing Caste: On Touching and Not Touching,American Ethnologist,Spring 2021
306,"Hoffman, Barbara G",Review,Monrovia Modern by Danny Hoffman.  Duke University Press.,Africa Today,Spring 2021
307,"Hogge, Ingrid T",Journal Publication,Self-concealment and suicidality: Mediating roles of unmet interpersonal needs and help-seeking attitudes,Journal of Clinical Psychology,Summer 2020
308,"Hogge, Ingrid T",Poster Presentation,Asian American university students' use of collectivistic coping strategies following a traumatic experience,Counseling Psychology Conference,Summer 2020
309,"Hogge, Ingrid T",Presentation,Early career faculty adjusting to the advising relationship: Experiences of women in counseling and psychology programs,Counseling Psychology Conference,Summer 2020
310,"Hogge, Ingrid T",Journal Publication,Microaggressions against Asian international students in therapy,Professional Psychology: Research and Practice,Summer 2020
311,"Hogge, Ingrid T",Poster Presentation,Asian American university students' use of collectivistic coping strategies following a traumatic experience,International Council of Psychologists Annual Conference,Fall 2020
312,"Hogge, Ingrid T",Presentation,Microaggressions against Asian international students in therapy,American Psychological Association Convention,Summer 2021
313,"Hogge, Ingrid T",Poster Presentation,"The burden of ""keeping it in"": Suicidality and self-concealment",American Psychological Association Convention,Summer 2021
314,"Hogge, Ingrid T",Presentation,Advising relationships during the dual pandemics of COVID-19 and racial injustice,American Psychological Association Convention,Summer 2021
315,"Huang, Grace Hui-Chen",Other,8th Annual Action Research Virtual Symposium,CSU Action Research Virtual Symposium,Spring 2021
316,"Huang, Grace Hui-Chen",Other, CSU hosts 2021 Action Research Virtual Symposium ,"CSU Research Newsletter, 8(7)",Summer 2021
317,"Huang, Grace Hui-Chen",Journal Publication,“Old dogs” try new tricks: Exploring veteran teacher’s collaborative action research experiences through a school-university partnership.,Canadian Action Research Journal,Summer 2021
318,"Huang, Grace Hui-Chen",Presentation,A pilot refugee adolescent program: Fostering resettled refugee high school students’ self-efficacy and career pathways development,American Education Research Association,Summer 2021
319,"Huang, Grace Hui-Chen",Poster Presentation,Revised Parenting Style and Practices Scale (R-PSPS): Examining parenting practices of resettled refugees and immigrants.,CSU Undergraduate Summer Research Abstract,Fall 2021
320,"Huang, Grace Hui-Chen",Journal Publication,Resettled refugee families: Parenting practices and educational involvement,Open Journal of Social Science,Spring 2022
321,"Huang, Grace Hui-Chen",Presentation,Exploring veteran teacher’s collaborative action research experiences through a school-university partnership,2022 Annual Meeting of American Education Research Association,Spring 2022
322,"Huang, Grace Hui-Chen",Creative Production,9th Annual CSU Action Research Virtual Symposium,CSU Action Research Program,Spring 2022
323,"Huang, Grace Hui-Chen",Other,College of Education and Human Services Virtual Action Research Symposium ,"CSU Office of Research Newsletter, 9(5)",Spring 2022
324,"Huang, Grace Hui-Chen",Poster Presentation,A mixed method approach to examine resettled refugees’ parenting practices.,2022 Undergraduate Summer Research Award (USRA),Summer 2022
325,"Huang, Grace Hui-Chen",Presentation,Teaching Refugee Background Students: A Review of the Literature,Mid-Western Educational Research Association,Fall 2022
326,"Huang, Grace Hui-Chen",Presentation,A K-12 School-University Partnership: A Collaborative Action Research Initiative as A Professional Development Opportunity to Promote Student Learning and Active Engagement,Mid-Western Educational Research Association,Fall 2022
327,"Huang, Grace Hui-Chen",Presentation,What we know and don't know about teaching refugee-background students: A review of the literature,Brown Bag Session,Fall 2022
328,"Huang, Grace Hui-Chen",Presentation,Practitioner action research and IRB review: A panel discussion,professional development session,Fall 2022
329,"Huang, Grace Hui-Chen",Presentation,Educating students from refugee backgrounds: A comprehensive scoping review of the literature.  ,2023 Annual meeting of American Educational Research Association,Spring 2023
330,"Huang, Grace Hui-Chen",Presentation,OTOY-university faculty partnership: Collaborative action research as a learning space to support teacher’s professional growth and promote student learning and engagement ,2023 Annual Meeting of Mid-Western Educational Research Association.  ,Spring 2023
331,"Huang, Grace Hui-Chen",Other,10th Annual CSU Action Research Virtual Symposium,CSU Action Research Program,Spring 2023
332,"Hubbard, Dana J",Other Teaching Materials,"Using a ""liquid"" Course",Cleveland Teaching Colaboration,Fall 2020
333,"Hubbard, Dana J",Poster Presentation,"Using a ""liquid"" Course",Provosts Teaching Summit,Spring 2021
334,"Hubbard, Dana J",Chapter,Inequality in The Criminal Justice System,Inequality in American: Causes and Consequences of the Rich Poor Divide,Summer 2021
335,"Hubbard, Dana J",Journal Publication,Examining Alcoholics/Narcotics Anonymous Through the Lens of the Correctional Rehabilitation Literature ,Perspectives,Spring 2023
336,"Hughes-Lynch, Claire E",Other,Defining twice-exceptional: More than the sum of the parts. Challenge. ,"Western Kentucky Center for Gifted Studies Newsletter, p. 24. ",Summer 2022
337,"Hughes-Lynch, Claire E",Presentation,Talking about Generations: Talent Development Implications,"Hormel Gifted Institute, ",Summer 2022
338,"Hughes-Lynch, Claire E",Presentation,Twice the Differentiation for Twice the Needs,"Arab Gifted Association, Annual Conference",Summer 2022
339,"Hughes-Lynch, Claire E",Presentation,The Pandemic Generation: Talent Development Implications. ,European Council for High Ability (ECHA) biannual conference,Fall 2022
340,"Hughes-Lynch, Claire E",Presentation,How Bees Fly: Integrating Challenges and Strengths in Twice-Exceptional Education.,Webinar,Fall 2022
341,"Hughes-Lynch, Claire E",Presentation,"Parenting Strategies for Neurodiverse Gifted Kids with Autism 
 ",National Association for Gifted Children Annual Conference,Fall 2022
342,"Hughes-Lynch, Claire E",Poster Presentation,"Gen Z Gives Way to the Pandemic Generation: Impacts on Gifted Education. 
 ","National Association for Gifted Children Annual Conference,",Fall 2022
343,"Hughes-Lynch, Claire E",Presentation,The Flight of the Bumblebee- How Creativity Holds the Key to Twice-Exceptional Education,"Criatividade & Superdotação Annual Conference,",Fall 2022
344,"Hughes-Lynch, Claire E",Presentation,"Gen X, Millennials, and the Pandemic Generation: Teaching and Learning Implications
 ",Teacher Education Division- Council for Exceptional Children annual conference,Fall 2022
345,"Hughes-Lynch, Claire E",Presentation,Knowledge and Skills: Research and Best Practice in EI/ECSE and 2e Teacher Preparation. Combined session,Teacher Education Division- Council for Exceptional Children annual conference,Fall 2022
346,"Hughes-Lynch, Claire E",Presentation,"Valuing, Teaching and Mediating: What 2e Teachers Need to Know",European Council for High Ability (ECHA) biannual conference,Fall 2022
347,"Hughes-Lynch, Claire E",Presentation,Lessons Learned: Comparison of Dual Certification Programs.  ,"Teacher Education Division- Council for Exceptional Children annual conference,",Fall 2022
348,"Hughes-Lynch, Claire E",Presentation,What 2e Teachers Need to Know,"TAG Showcase Presentation,",Spring 2023
349,"Hughes-Lynch, Claire E",Journal Publication,The 3 key things you need to know about 2e education. ,Teachers Connecting to Advance Retention and Empowerment (T-CARE),Spring 2023
350,"Hughes-Lynch, Claire E",Presentation,"Surviving, Striving and Thriving: Social and Emotional Needs of Twice-Exceptional Students (and Teachers and Parents).",2e Conference,Spring 2023
351,"Hughes-Lynch, Claire E",Presentation,"Regulate, Relate, Educate: How to Avoid Teaching Twice.",College of William and Mary Annual 2e Conference. ,Spring 2023
352,"Hughes-Lynch, Claire E",Chapter,Meshing methods: Curriculum Considerations for Twice-Exceptional Children.  In J. VanTassel-Baska & C.A. Little (Eds).  .,"Content-based curriculum for high ability learners, 4th  ed. ",Spring 2023
353,"Hughes-Lynch, Claire E",Presentation,"It Takes a Village: 2e Education. Invited Panel Discussion, Council for Exceptional Children annual conference. ",Invited Panel Discussion,Spring 2023
354,"Hughes-Lynch, Claire E",Presentation,"Factors contributing to Faculty Burnout, Depression and Anxiety during Covid-19",Southeastern Psychological Association Annual conference,Spring 2023
355,"Hughes-Lynch, Claire E",Presentation,"Nested Differentiation for Twice-Exceptional Learners.
 ",National Curriculum Network Conference,Spring 2023
356,"Ingersoll, Elliott Elliott",Journal Publication,Unique Histories and Unified Futures,Journal of Human Services,Spring 2021
357,"Ingersoll, Elliott Elliott",Journal Publication,Unique Histories and Unified Futures: Future Trends for Human Services Graduates Entering Psychotherapy Fields ,Journal of Human Services,Summer 2021
358,"Ingersoll, Elliott Elliott",Journal Publication,Ego Development as Experiential Framework in Psychotherapy,Journal of Experiential Psychotherapy,Summer 2021
359,"Jackson, Debbie Kinne",Poster Presentation,A tale of two cities: A comparison and analysis of urban UTeach programs.,UTeach Conference,Summer 2021
360,"Jackson, Debbie Kinne",Journal Publication,Closing the Achievement Gap for Underrepresented Minority Students in STEM. ,Journal of STEM Education: Innovations and Research.,Summer 2021
361,"Jackson, Debbie Kinne",Presentation,STEM Education Center Professional Development,Network of STEM Education Centers Conference,Summer 2021
362,"Jackson, Debbie Kinne",Presentation,The Ohio STEM Learning Network,National Network of STEM Education Centers Conference,Summer 2021
363,"Jackson, Debbie Kinne",Presentation,Where the pipeline ends: Analyzing the post-graduation outcomes of two urban STEM teacher education programs,UTeach Conference,Summer 2021
364,"Jackson, Debbie Kinne",Journal Publication,Music as math waves: Exploring trigonometry through sound,Journal of Mathematics and the Arts,Summer 2021
365,"Jackson, Debbie Kinne",Proceedings Publication,"Supporting students with mobility, dexterity and psychological disabilities in a Research Experiences for Undergraduates (REU) Summer Program. ",", American Society for Engineering Education Annual Conference",Summer 2021
366,"Jackson, Debbie Kinne",Chapter,Incorporating project-based learning into the secondary mathematics and science classroom: Is it pie in the sky? ,In Preparing STEM teachers: A replication model. ,Summer 2021
367,"Jian, Guowei",Presentation,Between panopticon and care: Understanding the grand challenge of Assuring Electric Grid Reliability and Security from a paradox lens. ,36th Colloquium of European Group for Organization Studies,Summer 2020
368,"Jian, Guowei",Poster Presentation,A qualitative analysis of therapists perspectives on the clinical implementation of the General Movements Assessment,the 2021 Annual Meeting of the American Academy for Cerebral Palsy and Developmental Medicine (AACPDM),Fall 2021
369,"Jian, Guowei",Journal Publication,From empathic leaders to empathic leadership practice: An extension of relational leadership theory,Human Relations,Spring 2022
370,"Jian, Guowei",Presentation,Pivoting Between Compliance and Care: A Case Study of Organizing Regulatory Riskwork,International Communication Association Annual Conference,Summer 2022
371,"Jian, Guowei",Chapter,Supervisor-employee relationship,Handbook of Organizational Communication Theory and Research (DeGruyter),Summer 2022
372,"Jian, Guowei",Chapter,Leadership communication,Handbook of Organizational Communication Theory and Research,Spring 2023
373,"Jirik, John C",Other,Utilizing Multiple Learning Modalities for Remote Teaching of Journalism and Promotional Communication Students.,"CLE teaching collaborative, Cleveland State University",Summer 2020
374,"Jirik, John C",Creative Production,WILLIAM M. DENIHAN - THE ART OF A CHANGE AGENT,"Thomas F. Campbell, Ph.D. Exhibition Gallery",Spring 2022
375,"Kaufman, Sanda",Presentation,"Tools for ""smart"" disaster preparedness: Mutual gains for today and in the face of disasters","EcoSumit 2020, Building a sustainable and desirable future: Adapting to a changing land and sea-scape",Summer 2020
376,"Kaufman, Sanda",Chapter,Sustainability and corporate responsibility,"Management: Theory, Research, and Practice",Summer 2020
377,"Kaufman, Sanda",Journal Publication,Multi-Group Labor-Management Negotiations: Model and Case Study,Policy and Complex Systems,Summer 2020
378,"Kaufman, Sanda",Presentation,Dynamic modeling of union-management relations with data from the French sector of a multinational company,International Association for Conflict Management Conference,Summer 2020
379,"Kaufman, Sanda",Presentation,Economic and land conservation policies: an anticipatory scenarios network approach for exploring employment location consequences in a regional space,Urban Affairss Association Conference,Summer 2020
380,"Kaufman, Sanda",Presentation,Multi-Group Labor-Management Negotiations: Model and Case Study,Complexity-Based Analytics and Policies for Social Good ,Summer 2020
381,"Kaufman, Sanda",Presentation,Employment Location Patterns in Economic Regions: Modeling Complex Dynamics,Levin Forum: Inconvenient Truths about Suburbanization without Growth,Fall 2020
382,"Kaufman, Sanda",Presentation,Forestation to Mitigate Climate Change: Impacts on Regional Employment Distribution--Picking Winners and Losers.,The Computational Social Science Society of the Americas,Fall 2020
383,"Kaufman, Sanda",Journal Publication,Collaborative Planning Principles for Disaster Preparedness,International Journal of Disaster Risk Reductions,Fall 2020
384,"Kaufman, Sanda",Presentation,"Regional land set-asides for forestation, and their effect on regional employment location: A dynamic model for exploring scenarios.",Association of Collegiate Schools of Planning,Fall 2020
385,"Kellogg, Wendy A",Chapter,“Is Cleveland’s vision of a ‘green city on a blue lake’ a path for social equity or green gentrification?” ,City and Social Injustice: 21 Tales from North America and Europe ,Fall 2021
386,"Kent, Stephanie L",Proceedings Publication,Collective Bargaining and Police use of Force,Academy of Criminal Justice Sciences,Spring 2022
387,"Kilbane, James Farrel",Presentation,Creating spaces for accountability: Students and teachers inquiring in tandem,American Educational Research Association Annual Meeting,Summer 2020
388,"Kilbane, James Farrel",Presentation,Inquiry as an end: A review of teachers’ work to support student inquiry.,American Educational Research Association Annual Meeting,Summer 2020
389,"Kilbane, James Farrel",Presentation,Students and teachers inquiring in tandem: Relationships and complexities,AERA 2022 Annual Conference,Summer 2021
390,"King-White, Dakota L",Presentation,Five strategies to support children and adolescents socially and emotionally during the pandemic,ADAMHS Board of Cuyahoga County Presentation ,Summer 2020
391,"King-White, Dakota L",Journal Publication,School Counselors’ Role in Supporting Student Voice Initiatives in Secondary Schools,Multicultural Learning and Teaching Journal ,Summer 2020
392,"King-White, Dakota L",Other,Intergenerational Trauma: What it is and How to Heal,Choosing Therapy ,Summer 2020
393,"King-White, Dakota L",Other,"Childhood Trauma: Types, Causes, Signs, and Treatments",Choosing Therapy ,Summer 2020
394,"King-White, Dakota L",Other,Grief & Loss: How to Cope & When to Get Help,Choosing Therapy ,Summer 2020
395,"King-White, Dakota L",Presentation,"Virtual learning strategies to connect with families, and self-care during a pandemic",Richmond City School Returning to School ,Summer 2020
396,"King-White, Dakota L",Presentation,A call to action: trauma-informed approaches to support students in K-12 schools,CMSD Return to School Workshops,Summer 2020
397,"King-White, Dakota L",Other,Anxiety Symptoms & Signs: What to Look For,Choosing Therapy ,Summer 2020
398,"King-White, Dakota L",Presentation,Supporting students in K-12 schools socially and emotionally during a pandemic,CH-UH City Schools Returning Back to School,Fall 2020
399,"King-White, Dakota L",Other,"Depression in Children: Signs, Symptoms, and Treatments",Choosing Therapy ,Fall 2020
400,"King-White, Dakota L",Presentation,A call to action: supporting students socially and emotionally from a trauma-informed lens,Reynoldsburg City Schools Return Back to School,Fall 2020
401,"King-White, Dakota L",Other,"School Counseling: Definition, Techniques and Examples",Choosing Therapy ,Fall 2020
402,"King-White, Dakota L",Other,"Anger in Children: Signs, Causes, and Treatments",Choosing Therapy ,Spring 2021
403,"King-White, Dakota L",Chapter,The Role of Mental Health Providers in Special Education,"Enhancing Partnerships in Special Education: Innovative Collaboration, Consultation, and Cooperation ",Spring 2021
404,"King-White, Dakota L",Journal Publication,Promoting Divergent Leadership Philosophies to Improve Student Success Outcomes for Black and Brown Students in Higher Education,Multicultural Learning and Teaching ,Spring 2021
405,"King-White, Dakota L",Presentation,Social and emotional learning and transitioning back to school,CH-UH School Counselors Meeting ,Spring 2021
406,"King-White, Dakota L",Other,"Separation Anxiety Disorder in Children: Signs, Symptoms, and Treatments.  Choosing Therapy",Choosing Therapy ,Spring 2021
407,"King-White, Dakota L",Other,The Five Stages of grief ,Choosing Therapy ,Spring 2021
408,"King-White, Dakota L",Chapter,"Promoting Self-Care and Awareness of Stress, the Strong Black Women Schema, and Mental Health Among African-American Women ",Black Women's Wellness Series,Spring 2022
409,"King-White, Dakota L",Other,"Play Therapy: How It Works, Cost, & What to Expect",Choosing Therapy ,Spring 2022
410,"King-White, Dakota L",Journal Publication,Innovations in Trauma-Informed Care: Building the Nation's First System of Trauma-Informed Recreation Centers,"Behavioral sciences (Basel, Switzerland)",Spring 2023
411,"Koc, Selma",Chapter,"Knowing and Learning in Mathematics and Science:  The Clinical Interview. In Goodell, J. E., & Koc, (Eds). ",Preparing STEM Teachers: A  Replication Model. ,Fall 2020
412,"Koc, Selma",Book,Preparing STEM Teachers: A Replication Model,Information Age Publishing ,Fall 2020
413,"Koc, Selma",Chapter,Faculty learning about teaching large online classes remotely: Reflections of faculty developers,Teaching large online and blended classes,Fall 2021
414,"Koc, Selma",Case Study,Teaching with digital tools and apps. ,cleteaching.org,Fall 2021
415,"Koc, Selma",Book,Teaching Large Online and Blended Classes,Information Age Publishing,Fall 2021
416,"Koc, Selma",Journal Publication,"An exploratory study of predictors of pre-service teachers’ intention to integrate computer games in mathematics education. 
","International Journal of Education in Mathematics, Science, and Technology (IJEMST),  10(1), 145-161.",Fall 2022
417,"Koc, Selma",Presentation,"K-12 Faculty Use of Student Engagement Tools 
in eLearning. ",Eastern Educational Research Association (EERA,Spring 2023
418,"Koc, Selma",Presentation,"Faculty Use of Student Engagement Tools in E-Learning. 
",Eastern Educational Research Association (EERA),Spring 2023
419,"Kumar, Anup",Presentation,Global Relevance of Gandhian Ahimsa as a Theory of Political Action and Social Change,Special lecture series on 150th anniversary of Mahatma Gandhi at HNB Garhwal University,Fall 2020
420,"Kumar, Anup",Presentation,Epistemology of News in the Age of Digital Media,Seminar on Media at Shaheed Bhagat Singh College,Spring 2021
421,"Kumar, Anup",Journal Publication,The COVID‐19–Social Identity–Digital Media Nexus in India: Polarization and Blame,Political Psychology ,Fall 2021
422,"Kumar, Anup",Journal Publication,The press and Watergate at 50: Investigative Journalism Paradigm.,Journalism Practice,Spring 2022
423,"Kumar, Anup",Chapter,Competitive and Symbiotic Interactions in Social Movements: The Case of Uttarakhand Movement,Political Communication in India,Summer 2022
424,"Kumar, Anup",Journal Publication,The press and Watergate at 50: Investigative Journalism Paradigm. ,Journalism Practice ,Summer 2022
425,"Kumar, Anup",Presentation,When fake news became a thing: An enquiry into journalistic episteme. ,International Communication Association,Summer 2022
426,"Kumar, Anup",Journal Publication,Channel complementarity or displacement? Theory and evidence from a non-Western election context.,Journal of Broadcasting & Electronic Media,Summer 2022
427,"Kumar, Anup",Presentation,"New Technologies, Old Ideological Rivalries: The “Tik Tok Affair” and the Digital Cold War Between the United States, China and India",International Communication Association Annual Conference 2021,Summer 2022
428,"Kumar, Anup",Presentation,Party competition in Delhi 2019: Evidence from Hindi and English sources on Facebook. ,Midwest Political Science Association Annual Conference,Summer 2022
429,"Kumar, Anup",Chapter,Imagining India: Constructing Village in Hindi Cinema,Imaginations of India in Cinema. ,Summer 2022
430,"Kumar, Anup",Presentation,Peace communication in stories shared of Facebook groups of Pakistanis and Indians,International Communication Association annual conference ,Summer 2022
431,"Kumar, Anup",Journal Publication,Political campaigning and party strategies in northern states: The importance of rallies.     ,South Asian History and Culture,Fall 2022
432,"Kumar, Anup",Journal Publication,Contesting in Policy Sphere: Voices of Stakeholders and Policy Formulation on Lower Subansiri Dam.,"India Review,",Spring 2023
433,"Liao, Yu-Hsin",Chapter,"Promoting Self-Care and Awareness of Stress, the Strong Black Woman Schema, and Mental Health among African-American Women",Black Women and Public Health,Spring 2021
434,"Liao, Yu-Hsin",Journal Publication,Self-Efficacy and Self-Compassion: A Meta-Analysis,Mindfulness,Spring 2021
435,"Liao, Yu-Hsin",Journal Publication,"An exploration on the attachment, acculturation and psychosocial adjustment of Chinese international students in Japan",Journal of International Students,Spring 2021
436,"Liao, Yu-Hsin",Journal Publication,"Intolerance of Uncertainty, Acculturative Stress, Gratitude, and Psychological Distress: A Moderated Mediation Model",The Counseling Psychologist,Spring 2022
437,"Liao, Yu-Hsin",Journal Publication,"Educational Channeling, Internalized Stereotyping, Expectations Fulfillment and Major Choice on Asian Americans' Major Satisfaction: A Moderated Mediation Model",Journal of Vocational Behavior ,Spring 2022
438,"Liao, Yu-Hsin",Presentation,Effects of Counseling Trainees’ Anger Discomfort and Self-Absorption on Intervention to Client Dissatisfaction: An Analogue Study,"129th Annual Convention of the American  	Psychological Association.",Summer 2022
439,"Liao, Yu-Hsin",Poster Presentation,"African American Women's Perceived Threat during COVID19, Racism, Health Responsibility, and Anxiety.  ",130th Annual Convention of the American              Psychological Association.,Summer 2022
