#,Name,Type,Title,Outlet,Semester
178,"Kidando, Emmanuel",Journal Publication,Associating Incident Clearance Duration with Freeway Segment Types Using Hierarchical Bayesian Survival Model,100th Transportation Research Board (TRB) Annual Meeting,Fall 2022
179,"Kidando, Emmanuel",Journal Publication,"Exploring Commonalities and Disparities of Seattle Residents’ Perceptions on Dockless Bike-sharing across Gender City, Culture and Society",100th Transportation Research Board (TRB) Annual Meeting,Spring 2023
180,"Kidando, Emmanuel",Journal Publication,A Comparative Study of Collision Types between Automated and Conventional Vehicles using Bayesian Probabilistic Inferences,Journal of Safety Research,Spring 2023
181,"Kidando, Emmanuel",Proceedings Publication,Exploring the Effect of Traffic Stops on Road Traffic Crashes Using a Spatiotemporal Analytical Approach,"103rd Annual Transportation Research Board (TRB), January 2023",Spring 2023
182,"Kidando, Emmanuel",Journal Publication,Eliciting the Influence of Roadway and Traffic Conditions on Hurricane Evacuation Decisions using Regression-Content Analysis Approach,Journal of Travel Behaviour and Society,Spring 2023
183,"Kidando, Emmanuel",Journal Publication,"Analyzing Pedestrian Fatality Risk in Developing Country: An Empirical Assessment with Insights from Dar es Salaam, Tanzania","Journal of Transportation Engineering, Part A: System",Spring 2023
184,"Kidando, Emmanuel",Proceedings Publication,Guidelines for Activating Ramp Metering Signals in Response to Non-recurrent Congestion during Off-peak Hours Using a Statistical Method,"103rd Annual Transportation Research Board (TRB), January 2023",Spring 2023
185,"Kidando, Emmanuel",Proceedings Publication,Gathering Insights into the Leading Causes of Fatal and Injury Crashes Involving Trucks in Tanzania using Bayesian Network Model,"103rd Annual Transportation Research Board (TRB), January 2023",Spring 2023
186,"Kim, Ung Tae",Poster Presentation,Analysis of Effects of Meteorological Drought on River Water Temperature Using SPI and EDDI,"Fall Meeting, American Geophysical Union",Fall 2021
187,"Kim, Ung Tae",Poster Presentation,Trivariate Copula Function Model for Mapping Vegetation Drought Vulnerability,"Fall Meeting, American Geophysical Union",Fall 2021
188,"Kim, Ung Tae",Journal Publication,Development and Application of a Rainfall Temporal Disaggregation Method to Project Design Rainfalls,Water,Spring 2022
189,"Kim, Ung Tae",Poster Presentation,Influence of Ground Observation Stations in Merging Satellite Rainfall Data with Ground Observation Data,American Geophysical Union Fall Meeting,Fall 2022
190,"Kothapalli, Chandrasekhar Rama",Journal Publication,High-content imaging of 3D-cultured neural stem cells on a 384-pillar plate for the assessment of cytotoxicity,Toxicology in vitro : an international journal published in association with BIBRA,Summer 2020
191,"Kothapalli, Chandrasekhar Rama",Journal Publication,Insights into the biophysical forces between proteins involved in elastic fiber assembly,Journal of materials chemistry. B,Fall 2020
192,"Kothapalli, Chandrasekhar Rama",Journal Publication,"Substrate stiffness induced mechanotransduction regulates temporal evolution of human fetal neural progenitor cell phenotype, differentiation, and biomechanics",Biomaterials science,Fall 2020
193,"Kothapalli, Chandrasekhar Rama",Journal Publication,Softening of the chronic hemi-section spinal cord injury scar parallels dysregulation of cellular and extracellular matrix content,Journal of the mechanical behavior of biomedical materials,Fall 2020
194,"Kothapalli, Chandrasekhar Rama",Journal Publication,Microglia control vascular architecture via a TGFβ1 dependent paracrine mechanism linked to tissue mechanics,Nature communications,Fall 2020
195,"Kothapalli, Chandrasekhar Rama",Journal Publication,Total amino acids concentration as a reliable predictor of free chlorine levels in dynamic fresh produce washing process,Food chemistry,Spring 2021
196,"Kumar, Sathish A.P.",Journal Publication,Review of Topic Modeling Methods,Information Systems,Summer 2020
197,"Kumar, Sathish A.P.",Proceedings Publication,A Survey of Intelligent Transportation Systems Security: Challenges and Solutions,"Proceedings of the 5th IEEE International Conference on Intelligent Data and Security (IEEE IDS 2020), ",Summer 2020
198,"Kumar, Sathish A.P.",Proceedings Publication,Reflective Neural Network Based Learning Framework for Intelligent Physical Systems,6th IEEE International Conference on High Performance and Smart Computing (IEEE HPSC 2020),Summer 2020
199,"Kumar, Sathish A.P.",Journal Publication,3D Face Reconstruction From Single 2D Image Using Distinctive Features,IEEE Access,Fall 2020
200,"Kumar, Sathish A.P.",Proceedings Publication,Data Analysis of Lead Contamination in New York,2020 IEEE Symposium Series on Computational Intelligence (SSCI),Fall 2020
201,"Kumar, Sathish A.P.",Proceedings Publication,"Machine Learning-Based Models for Assessing Physical and Social Impacts Before, During and After Hurricane Michael",2020 IEEE Symposium Series on Computational Intelligence (SSCI),Fall 2020
202,"Kumar, Sathish A.P.",Proceedings Publication,Evaluation of Classification algorithms for Distributed Denial of Service Attack Detection,2020 IEEE Third International Conference on Artificial Intelligence and Knowledge Engineering (AIKE),Fall 2020
203,"Kumar, Sathish A.P.",Book,Internet of Things: Integration and Security Challenges,CRC Press,Fall 2020
204,"Kumar, Sathish A.P.",Proceedings Publication,"Machine Learning-Based Models for Assessing Physical and Social Impacts Before, During and After Hurricane Michael",2020 IEEE Symposium Series on Computational Intelligence (SSCI),Fall 2020
205,"Kumar, Sathish A.P.",Journal Publication,Hybridization of Mean Shift Clustering and Deep Packet Inspected Classification for Network Traffic Analysis,Wireless Personal Communications,Spring 2021
206,"Kumar, Sathish A.P.",Journal Publication,Analyzing uncertainty in cardiotocogram data for the prediction of fetal risks based on machine learning techniques using rough set,Journal of Ambient Intelligence and Humanized Computing,Spring 2021
207,"Kumar, Sathish A.P.",Journal Publication,Intelligent Vehicle Parking System (IVPS) Using Wireless Sensor Networks,Wireless Personal Communications,Spring 2021
208,"Kumar, Sathish A.P.",Journal Publication,Recurrent Neural Network for Genome Sequencing for Personalized Cancer Treatment in Precision Healthcare,Neural Processing Letters,Fall 2021
209,"Kumar, Sathish A.P.",Journal Publication,5G Security Challenges and Solutions: A Review by OSI Layers,IEEE Access,Fall 2021
210,"Kumar, Sathish A.P.",Journal Publication,Presentation of a novel method for prediction of traffic with climate condition based on ensemble learning of neural architecture search (NAS) and linear regression,Complexity,Fall 2021
211,"Kumar, Sathish A.P.",Proceedings Publication,Reinforcement Learning-Based Anomaly Detection for Internet of Things Distributed Ledger Technology,2021 IEEE Symposium on Computers and Communications (ISCC),Fall 2021
212,"Kumar, Sathish A.P.",Chapter,"""Case Studies on 5G and IoT Security Issues from the Leading 5G and IoT System Integration Vendors""","""Secure Communication for 5G and IoT Networks""",Spring 2022
213,"Kumar, Sathish A.P.",Journal Publication,"Securing Digital Ledger Technologies-Enabled IoT Devices: Taxonomy, Challenges, and Solutions",IEEE Access,Spring 2022
214,"Kumar, Sathish A.P.",Chapter,Demystifying Next-Generation Cyber-Physical Healthcare Systems,Cyber-Physical Systems and Industry 4.0,Spring 2022
215,"Kumar, Sathish A.P.",Proceedings Publication,SDN-based Federated Learning approach for Satellite-IoT Framework to Enhance Data Security and Privacy in Space Communication,2022 IEEE International Conference on Wireless for Space and Extreme Environments (WiSEE),Fall 2022
216,"Kumar, Sathish A.P.",Proceedings Publication,Global Perception of Telemedicine before and after COVID-19: A Text Mining Analysis,2022 IEEE Symposium Series on Computational Intelligence (SSCI),Fall 2022
217,"Kumar, Sathish A.P.",Proceedings Publication,Power Analysis Side Channel Attacks and Countermeasures for the Internet of Things,2022 IEEE Physical Assurance and Inspection of Electronics (PAINE),Fall 2022
218,"Kumar, Sathish A.P.",Proceedings Publication,Emotion and Sentiment Recognition using Natural Language Processing and Machine Learning Techniques during Disaster Situation,2022 IEEE Symposium Series on Computational Intelligence (SSCI),Fall 2022
219,"Kumar, Sathish A.P.",Proceedings Publication,SWIoTA: Anomaly Detection for Distributed Ledger Technology-Based Internet of Things (IOTA) Using Sliding Window (SW) Technique,IFIP International Internet of Things Conference,Fall 2022
220,"Kumar, Sathish A.P.",Proceedings Publication,Enhancing Space Security Utilizing the Blockchain: Current Status and Future Directions,2022 IEEE International Conference on Wireless for Space and Extreme Environments (WiSEE),Fall 2022
221,"Lin, Qin",Proceedings Publication,Motion planning by search in derivative space and convex optimization with enlarged solution space,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Fall 2022
222,"Lin, Qin",Proceedings Publication,Online Adaptive Compensation for Model Uncertainty Using Extreme Learning Machine-based Control Barrier Functions,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Fall 2022
223,"Lin, Qin",Journal Publication,Delay-aware Robust Control for Safe Autonomous Driving and Racing,arXiv preprint arXiv:2208.13856,Fall 2022
224,"Lin, Qin",Proceedings Publication,Delay-aware robust control for safe autonomous driving,2022 IEEE Intelligent Vehicles Symposium (IV),Fall 2022
225,"Mal-Sarkar, Sanchita",Poster Presentation,IoT Hardware security Threat Detection using Side-channel Techniques,Women in IoT (WiT) workshop,Fall 2020
226,"Mal-Sarkar, Sanchita",Proceedings Publication,Power Analysis Side Channel Attacks and Countermeasures for the Internet of Things,IEEE PAINE 2022 conference,Fall 2022
227,"Monty-Bromer, Chelsea Nicole",Journal Publication,Novel Mechanism of Microbially Induced Carbon Steel Corrosion at an Aqueous/Non-aqueous Interface,,Fall 2020
228,"Monty-Bromer, Chelsea Nicole",Journal Publication,Field Testing and Cost-Benefit Evaluation of Corrosion-Protective Coatings on Winter Maintenance Equipment in the State of Ohio,,Fall 2021
229,"Monty-Bromer, Chelsea Nicole",Journal Publication,Electroconductive nylon-6/multi-walled carbon nanotube nanocomposite for sodium sensing applications,,Fall 2021
230,"Monty-Bromer, Chelsea Nicole",Presentation,Carbon Nanotube-Based Fabric Sensor for Selective Sodium Detection in Sweat,241st ECS Meeting,Summer 2022
231,"Monty-Bromer, Chelsea Nicole",Poster Presentation,Investigation of the Corrosion Mechanism for Sulfate Reducing Bacteria (SRB) Using a Split-Chamber Zero Resistance Ammetry Tech,Gordon Research Conference,Summer 2022
232,"Monty-Bromer, Chelsea Nicole",Presentation,Investigation of the Corrosion Mechanism for Sulfate Reducing Bacteria (SRB) Using a Split-Chamber Zero Resistance Ammetry Technique,241st ECS Annual Meeting,Summer 2022
233,"Monty-Bromer, Chelsea Nicole",Presentation,Novel Field Deployable Sensors to Monitor How Dynamic Hydrology Shapes Nutrient and Element Transformations in a Great Lakes Coastal Estuary,AIChE Annual Meeting,Fall 2022
234,"Monty-Bromer, Chelsea Nicole",Presentation,Fabric-Based Wearable Health Sensors,AIChE Annual Meeting,Fall 2022
235,"Monty-Bromer, Chelsea Nicole",Journal Publication,Evaluation of microbial corrosion in biofuel storage tanks using split-chamber zero resistance ammetry,,Spring 2023
236,"Ning, Liqun",Journal Publication,3D bioprinting of nanoparticle-laden hydrogel scaffolds with enhanced antibacterial and imaging properties,Iscience,Fall 2022
237,"Ning, Liqun",Journal Publication,Giant-salamander-derived hydrogel granules with superior bioadhesive properties,Matter,Fall 2022
238,"Ning, Liqun",Journal Publication,Methacrylate-modified gold nanoparticles enable noninvasive monitoring of photocrosslinked hydrogel scaffolds,Advanced NanoBiomed Research,Fall 2022
239,"Ning, Liqun",Presentation,Bioprinting novel constructs for biomedical applications,Seminar,Spring 2023
240,"Ning, Liqun",Presentation,Engineering the Next Generation of Tissue Analogues for Biomedical Applications,"Invited talk, Cleveland Clinic",Spring 2023
241,"Owusu-Danquah, Josiah Sam",Journal Publication,"Artificial neural network algorithms to predict the bond strength of reinforced concrete: Coupled effect of corrosion, concrete cover, and compressive strength",Construction and Building Materials ,Summer 2022
242,"Owusu-Danquah, Josiah Sam",Journal Publication,Artificial neural network models to predict the response of 55NiTi shape memory alloy under stress and thermal cycles,Neural Computing and Applications,Summer 2022
243,"Owusu-Danquah, Josiah Sam",Journal Publication,Mechanical properties of 3D-printed porous poly-ether-ether-ketone (PEEK) orthopedic scaffolds,"Journal of The Minerals, Metals & Materials Society (TMS)",Fall 2022
244,"Owusu-Danquah, Josiah Sam",Journal Publication,Inelastic constitutive modeling: Polycrystalline materials,Materials,Spring 2023
245,"Rahmati, Mehdi",Proceedings Publication,FD-UWA: Full-Duplex Underwater Acoustic Comms via Self-Interference Cancellation in Space,IEEE International Conference on Mobile Ad hoc and Sensor Systems (MASS),Fall 2020
246,"Rahmati, Mehdi",Journal Publication,Real-time In-network Image Compression via Distributed Dictionary Learning,IEEE Transactions on Mobile Computing,Spring 2021
247,"Rahmati, Mehdi",Presentation,Integration of Terrestrial Networks and Extreme Environments: Challenges and Capabilities,IEEE NY ComSoc chapter co-hosted by other 43 IEEE ComSoc chapters from all around the world.,Spring 2022
248,"Rahmati, Mehdi",Proceedings Publication,A Framework for Information Freshness Analysis in UAV-based Sensing and Communications,2022 Wireless Telecommunications Symposium (WTS),Spring 2022
249,"Rahmati, Mehdi",Journal Publication,Location-Aware Beamforming for MIMO-Enabled UAV Communications: An Unknown Input Observer Approach,IEEE Sensors Journal,Spring 2022
250,"Rahmati, Mehdi",Journal Publication,"Multi-Camera 3D Object Detection for Autonomous Driving Using Deep Learning and Self-Attention Mechanism
",IEEE Access,Summer 2022
251,"Rahmati, Mehdi",Journal Publication,Underwater Video Transmission via Adaptive MIMO-Based Software-Defined Acoustic Modems,IEEE Transactions on Multimedia,Summer 2022
252,"Rahmati, Mehdi",Journal Publication,Dynamic Non-Contiguous Location-Aware Spectrum Aggregation for UAV-to-UAV Communications,IEEE Sensors Letters,Summer 2022
253,"Rahmati, Mehdi",Journal Publication,Source Feature Compression for Object Classification in Vision-Based Underwater Robotics,IEEE Journal of Oceanic Engineering,Spring 2023
254,"Rahmati, Mehdi",Journal Publication,Towards an Evolved Immersive Experience: Exploring 5G- and Beyond-Enabled Ultra-Low-Latency Communications for Augmented and Virtual Reality,Sensors,Spring 2023
255,"Rarick, Richard Allen",Book,Case Studies in Forensic Physics,Morgan and Claypool Publishers,Fall 2020
256,"Rarick, Richard Allen",Journal Publication,A Case Studies Approach to Teaching Introductory Physics,The Physics Teacher,Fall 2020
257,"Richter, Hanz",Journal Publication,Real-time optimization of an ellipsoidal trajectory orientation using muscle effort with Extremum Seeking Control,Medical Engineering and Physics,Spring 2021
258,"Richter, Hanz",Journal Publication,Real-time optimization of an ellipsoidal trajectory orientation using muscle effort with Extremum Seeking Control,Medical Engineering and Physics,Spring 2021
259,"Richter, Hanz",Journal Publication,"Upper body estimation of muscle forces, muscle states, and joint motion using an extended Kalman filter",IET Control Theory and Applications,Spring 2021
260,"Richter, Hanz",Journal Publication,"Motion Optimization for Musculoskeletal Dynamics, A Flatness-Based Polynomial Approach",IEEE Transactions on Automatic Control,Summer 2021
261,"Richter, Hanz",Journal Publication,"A Novel Concept for Energy-Optimal, Independent-Phase Control of Brushless Motor Driver","ASME Letters on Dynamic Systems and Control ,",Fall 2021
262,"Richter, Hanz",Journal Publication,Energy-Optimal Impedance Control of Cooperative Robot Manipulators,ASME Letters on Dynamic Systems and Control ,Fall 2022
263,"Richter, Hanz",Journal Publication,"Energy Cyclo-Directionality, Average Equipartition and Exergy Efficiency of Multidomain Power Networks",IEEE Control Systems Letters,Fall 2022
264,"Richter, Hanz",Journal Publication,Thermodynamic H∞ Control of Multidomain Power Networks,IEEE Control Systems Letters,Spring 2023
265,"Sang, Janche",Proceedings Publication,Parallel Computation of Grobner Bases on a Graphics Processing Unit,Int'l Conference on Parallel  and Distributed Processing Techniques and Applications,Summer 2020
266,"Sang, Janche",Proceedings Publication,Parallel Computation of Standard Competition Rankings over a Sorted Array,International Symposium on  Parallel and Distributed Computing,Fall 2020
267,"Sang, Janche",Proceedings Publication,"A LibTooling-Based Refactoring Tool for CUDA Memory Management,",Int’l Conference on Software Engineering Research & Practice,Summer 2021
268,"Sawicki, Jerzy T",Journal Publication,Design and Evaluation of a Pediatric Lower-Limb Exoskeleton Joint Actuator,Actuators,Fall 2020
269,"Sawicki, Jerzy T",Journal Publication,Assistive Control of an Anthropometrically Parametrized Lower-Limb Exoskeleton,ASME Journal of Biomechanical Engineering,Fall 2020
270,"Sawicki, Jerzy T",Journal Publication,Robust Impedance Controller for Improved Safety in Human-Robot Interaction,"ASME Journal of Dynamic Systems, Measurement and Control",Spring 2021
271,"Sikder, Prabaha",Journal Publication,Patient-specific 3D printed Poly-ether-ether-ketone (PEEK) dental implant system,Journal of the Mechanical Behavior of Biomedical Materials,Fall 2022
272,"Sikder, Prabaha",Journal Publication,Extrusion 3D (bio) printing of alginate-gelatin-based composite scaffolds for skeletal muscle tissue engineering,Materials,Fall 2022
273,"Sikder, Prabaha",Journal Publication,3D-Printed Piezoelectric Porous Bioactive Scaffolds and Clinical Ultrasonic Stimulation Can Help in Enhanced Bone Regeneration,Bioengineering,Fall 2022
274,"Sikder, Prabaha",Journal Publication,Fused filament fabrication-3D printing of poly-ether-ether-ketone (PEEK) spinal fusion cages,Materials Letters,Fall 2022
275,"Uz, Metin",Journal Publication,Emerging Role of miR-345 and Its Effective Delivery as a Potential Therapeutic Candidate in Pancreatic Cancer and Other Cancers,Pharmaceutics,Fall 2021
276,"Uz, Metin",Presentation,Engineering Advanced Biointerfaces for Stem Cell-based Tissue Regeneration,Bridges to Success TRI-C,Fall 2021
277,"Uz, Metin",Poster Presentation,Controlling hiPSC-derived Neural Stem Cells Behavior Using Electrical Stimulation,Society for Biomaterials,Summer 2022
278,"Uz, Metin",Presentation,Engineering Advanced Scaffolds for Tissue Engineering,AIChE 2022,Fall 2022
279,"Uz, Metin",Poster Presentation,Multifunctional Nanodelivery System for Prostate Cancer Treatment,AIChE 2022,Fall 2022
280,"Uz, Metin",Presentation,Biodegradable and Implantable Platform for Wireless Electrical Stimulation of Neural Stem Cells,AIChE 2022,Fall 2022
281,"Uz, Metin",Presentation,Wireless Iontophoresis Lens Mediated Ocular Drug Delivery,AIChE 2022,Fall 2022
282,"van den Bogert, Antonie Johannes",Journal Publication,Identification of Postural Controllers in Human Standing Balance,Journal of biomechanical engineering,Fall 2020
283,"van den Bogert, Antonie Johannes",Journal Publication,Efficient trajectory optimization for curved running using a 3D musculoskeletal model with implicit dynamics,Scientific reports,Fall 2020
284,"van den Bogert, Antonie Johannes",Journal Publication,ISB recommendations on the reporting of intersegmental forces and moments during human motion analysis,Journal of biomechanics,Fall 2020
285,"van den Bogert, Antonie Johannes",Journal Publication,Model-Based Control of Individual Finger Movements for Prosthetic Hand Function,IEEE transactions on neural systems and rehabilitation engineering : a publication of the IEEE Engineering in Medicine and Biology Society,Fall 2020
286,"van den Bogert, Antonie Johannes",Journal Publication,A model-based approach to predict neuromuscular control patterns that minimize ACL forces during jump landing,Computer methods in biomechanics and biomedical engineering,Fall 2020
287,"van den Bogert, Antonie Johannes",Journal Publication,"Review of musculoskeletal modelling in a clinical setting: Current use in rehabilitation design, surgical decision making and healthcare interventions","Clinical biomechanics (Bristol, Avon)",Spring 2021
288,"Wang, Haodong",Journal Publication,NSDroid: Efficient Multi-Classification of Android Malware Using Neighboring Signature in Local Function Call Graphs,International Journal of Information Security,Spring 2021
289,"Wang, Haodong",Journal Publication,A Dynamic Predictor Selection Algorithm for Predicting Stock Market Movement,Expert Systems and Applications,Summer 2021
290,"Wattar, Ihab",Patent,MULTI-FUNCTIONAL AIRCRAFT CABIN SEAT FOR PASSENGER AIRCRAFT USING ARTIFICIAL INTELLIGENCE,G11210DE,Fall 2021
291,"Wattar, Ihab",Journal Publication,Energy-Aware Routing Protocol with Fuzzy Logic in Industrial Internet of Things with Blockchain Technology,Wireless Communications and Mobile Computing,Fall 2021
292,"Wattar, Ihab",Journal Publication,Instinctive Recognition of Pathogens in Rice using Reformed Fractional Differential Segmentation and Innovative Fuzzy Logic-based Probabilistic Neural Network,Journal of Food Quality,Spring 2022
293,"Wattar, Ihab",Journal Publication,Detection Of Breast Cancer Using Histopathological Image Classification Dataset with Deep Learning Techniques,BioMed Research International,Spring 2022
294,"Wattar, Ihab",Journal Publication,HYBRID RECOMMENDER SYSTEM FOR MENTAL ILLNESS DETECTION IN SOCIAL MEDIA USING DEEP LEARNING TECHNIQUES,Computational Intelligence and Neuroscience,Spring 2022
295,"Wattar, Ihab",Journal Publication,Detection of the cyber network attack using robust random forest in a big data environment ,AIP Conference Proceedings ,Spring 2023
296,"Yang, Shaowei",Journal Publication,Self-seeded growth of very large open-structured zeolite nanosheet assemblies with extraordinary micropore accessibility,Microporous and Mesoporous Materials,Spring 2022
297,"Yang, Shaowei",Journal Publication,Small-Pore Zeolite Membranes: A Review of Gas Separation Applications and Membrane Preparation,Separations,Spring 2022
298,"Yau, Siu-Tung",Journal Publication,Enhanced growth of microalgae via electrostatically controlled photosynthesis,ACS Sustainable Chemistry and  Engineering,Fall 2022
299,"Ye, Hongxing",Journal Publication,Deliverable Flexible Ramping Products Considering Spatiotemporal Correlation of Wind Generation and Demand Uncertainties,IEEE Transactions on Power Systems,Summer 2020
300,"Yu, Hongkai",Journal Publication,Deep Domain Adaptation Based Multi-spectral Salient Object Detection,IEEE Transactions on Multimedia,Fall 2020
301,"Yu, Hongkai",Journal Publication,Let There be Light: Improved Traffic Surveillance via Detail Preserving Night-to-Day Transfer,IEEE Transactions on Circuits and Systems for Video Technology,Spring 2021
302,"Yu, Hongkai",Journal Publication,DADA: Driver Attention Prediction in Driving Accident Scenarios,IEEE Transactions on Intelligent Transportation Systems,Spring 2021
303,"Yu, Hongkai",Journal Publication,Detecting phone-related pedestrian distracted behaviours via a two-branch convolutional neural network,IET Intelligent Transport Systems,Spring 2021
304,"Yu, Hongkai",Journal Publication,Domain adaptation from daytime to nighttime: A situation-sensitive vehicle detection and traffic flow parameter estimation framework,Transportation Research Part C: Emerging Technologies,Spring 2021
305,"Yu, Hongkai",Proceedings Publication,Auto-exposure fusion for single-image shadow removal,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Summer 2021
306,"Yu, Hongkai",Proceedings Publication,Learning to Detect Phone-related Pedestrian Distracted Behaviors with Synthetic Data,IEEE Conference on Computer Vision and Pattern Recognition Workshop (CVPRW),Summer 2021
307,"Yu, Hongkai",Proceedings Publication,Convolutional Neural Networks Based Remote Sensing Scene Classification under Clear and Cloudy Environments,IEEE International Conference on Computer Vision Workshop (ICCVW),Fall 2021
308,"Yu, Hongkai",Proceedings Publication,JPGNet: Joint Predictive Filtering and Generative Network for Image Inpainting,ACM International Conference on Multimedia,Fall 2021
309,"Yu, Hongkai",Journal Publication,Deep Learning for Object Detection in Materials-Science Images: A tutorial,IEEE Signal Processing Magazine,Spring 2022
310,"Yu, Hongkai",Journal Publication,Traffic Accident Detection via Self-supervised Consistency Learning in Driving Scenarios,IEEE Transactions on Intelligent Transportation Systems,Spring 2022
311,"Yu, Hongkai",Proceedings Publication,Can You Spot the Chameleon? Adversarially Camouflaging Images from Co-Salient Object Detection,IEEE Conference on Computer Vision and Pattern Recognition (CVPR),Spring 2022
312,"Yu, Hongkai",Proceedings Publication,AdvTraffic: Obfuscating Encrypted Traffic with Adversarial Examples,IEEE/ACM International Symposium on Quality of Service (IWQoS 2022),Spring 2022
313,"Zhang, Jingru",Proceedings Publication,Short-term Traffic Speed Prediction via Machine Learning,The 2020 International Workshop on Ubiquitous Mobile Service for Intelligent Transportation,Fall 2020
314,"Zhang, Jingru",Journal Publication,An O(n log n)-Time Algorithm for the k-Center Problem in Trees,SIAM Journal on Computing,Spring 2021
315,"Zhang, Jingru",Proceedings Publication,A LibTooling-Based Refactoring Tool for CUDA Memory Management,The 19th International Conference on Software Engineering Research and Practice,Summer 2021
316,"Zhang, Jingru",Proceedings Publication,Learning to Detect Pedestrian Flow in Traffic Intersections from Synthetic Data,The 2021 IEEE International Intelligent Transportation Systems Conference,Summer 2021
317,"Zhang, Jingru",Proceedings Publication,Line-Constrained L_\infty One-Center Problem on Uncertain Points,The 3rd International Conference on Advanced Information Science and System (AISS),Fall 2021
318,"Zhang, Jingru",Journal Publication,Computing k-Centers of Uncertain Points on a Real Line,Operations Research Letters,Spring 2022
319,"Zhang, Jingru",Journal Publication,The two-center problem of uncertain points on a real line,Journal of Combinatorial Optimization ,Spring 2023
320,"Zhang, Jingru",Proceedings Publication,Computing the Center of Uncertain Points on Cactus Graphs,The 34th International Workshop on Combinatorial Algorithms,Spring 2023
321,"Zhang, Tianyun",Proceedings Publication,Achieving on-mobile real-time super-resolution with neural architecture and pruning search,IEEE/CVF International Conference on Computer Vision,Fall 2021
322,"Zhang, Tianyun",Proceedings Publication,Adversarial attack generation empowered by min-max optimization,Neural Information Processing Systems,Fall 2021
323,"Zhang, Tianyun",Proceedings Publication,A Unified DNN Weight Pruning Framework Using Reweighted Optimization Methods,58th ACM/IEEE Design Automation Conference,Fall 2021
324,"Zhang, Tianyun",Proceedings Publication,BLCR: Towards Real-time DNN Execution with Block-based Reweighted Pruning,23rd International Symposium on Quality Electronic Design,Spring 2022
325,"Zhang, Tianyun",Journal Publication,Graph sparsification with graph convolutional networks,International Journal of Data Science and Analytics,Spring 2022
326,"Zhang, Tianyun",Proceedings Publication,Adversparse: An adversarial attack framework for deep spatial-temporal graph neural networks,"IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",Summer 2022
327,"Zhang, Tianyun",Proceedings Publication,Compact Multi-level Sparse Neural Networks with Input Independent Dynamic Rerouting,International Conference on Tools with Artificial Intelligence (ICTAI),Fall 2022
328,"Zhang, Tianyun",Proceedings Publication,Loss Attitude Aware Energy Management for Signal Detection,"Asilomar Conference on Signals, Systems, and Computers",Fall 2022
329,"Zhang, Tianyun",Proceedings Publication,Automatic Subnetwork Search Through Dynamic Differentiable Neuron Pruning,International Symposium on Quality Electronic Design (ISQED),Spring 2023
330,"Zhang, Wei",Proceedings Publication,Uncertainty Quantification of Wind-tunnel Tests of a Low-Rise Building Model using the NIST Aerodynamic Database.,6th American Association for Wind Engineering Workshop (online),Spring 2021
331,"Zhang, Wei",Proceedings Publication,Critical Evaluation of Roof Pressure Statistics over an Isolated TTU Building using NIST and TPU Aerodynamic Database,6th American Association for Wind Engineering Workshop (online),Spring 2021
332,"Zhang, Wei",Journal Publication,Uncertainty Quantification of Roof Pressure Coefficient Using the NIST and Comparison to TPU Aerodynamic Databases.,Journal of Wind Engineering and Industrial Aerodynamics,Fall 2022
333,"Zhao, Wenbing",Journal Publication,Special Issue on Selected Papers from IEEE ICKII 2019,Energies,Fall 2020
334,"Zhao, Wenbing",Chapter,Indoor Localization and Human Activity Tracking with Multiple Kinect Sensors,Smart Assisted Living,Fall 2020
335,"Zhao, Wenbing",Journal Publication,Special Issue on Intelligent Electronic Devices,,Fall 2020
336,"Zhao, Wenbing",Journal Publication,Virtual Avatar-Based Life Coaching for Children With Autism Spectrum Disorder,Computer,Fall 2020
337,"Zhao, Wenbing",Proceedings Publication,On Threat Analysis of IoT-Based Systems: A Survey,2020 IEEE International Conference on Smart Internet of Things (SmartIoT),Fall 2020
338,"Zhao, Wenbing",Journal Publication,Sensing and Signal Processing in Smart Healthcare,Electronics,Fall 2020
339,"Zhao, Wenbing",Journal Publication,SPECIAL ISSUE ON NOVEL MATERIALS AND SENSING TECHNOLOGIES ON ELECTRONIC AND MECHANICAL DEVICES PART 1 PREFACE,Sensors and Materials,Fall 2020
340,"Zhao, Wenbing",Proceedings Publication,Towards Human Activity Recognition and Objective Performance Assessment in Human Patient Simulation: A Case Study,"2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",Fall 2020
341,"Zhao, Wenbing",Journal Publication,Altered Patterns of Phase Position Connectivity in Default Mode Subnetwork of Subjective Cognitive Decline and Amnestic Mild Cognitive Impairment,Frontiers in Neuroscience,Fall 2020
342,"Zhao, Wenbing",Journal Publication,An Apriori-Based Learning Scheme towards Intelligent Mining of Association Rules for Geological Big Data,Intelligent Automation & Soft Computing,Fall 2020
343,"Zhao, Wenbing",Proceedings Publication,Secure Hierarchical Processing and Logging of Sensing Data and IoT Events with Blockchain,Proceedings of the 2020 The 2nd International Conference on Blockchain Technology,Fall 2020
344,"Zhao, Wenbing",Proceedings Publication,The Impact of Block Parameters on the Throughput and Security of Blockchains,Proceedings of the 2020 The 2nd International Conference on Blockchain Technology,Fall 2020
